categoryOrder,category,name,description,price,fileName,image_url,slug,isNew,isDeleted
8,Sauces,Tomato basil marinara,"Slow-simmered tomato sauce with fresh basil. Vegan, Gluten free",1,tomato basil marinara.png,https://firebasestorage.googleapis.com/v0/b/junebird-5846d.firebasestorage.app/o/tomato%20basil.png?alt=media&token=26feb0e9-a629-41e9-93f3-c6c58e84331c,tomato-basil-marinara,FALSE,FALSE
8,Sauces,Tamarind hoison sauce,"Sweet-tangy tamarind blended with rich hoisin flavor. Vegan, Gluten free",1,tamarind hoison sauce.png,https://firebasestorage.googleapis.com/v0/b/junebird-5846d.firebasestorage.app/o/tamarind%20hoison%20sauce.png?alt=media&token=8173883b-1468-40f9-8937-2f229a1ff58b,tamarind-hoison-sauce,FALSE,FALSE
8,Sauces,Harissa ,"Roasted red peppers, dried chilies, garlic, olive oil, cumin, coriander, caraway, finished with lemon juice. Vegan, Gluten free",,,https://firebasestorage.googleapis.com/v0/b/junebird-5846d.firebasestorage.app/o/harissa%20sauce.png?alt=media&token=47b58c21-de27-4b88-aabb-2575ab782e78,,,
8,Sauces,Teriyaki,"Savory-sweet glaze made with pineapple,soy sauce, mirin, brown sugar, fresh ginger, garlic, sesame oil. Vegan, Gluten free, Soy, Sesame, Alcohol",,,https://firebasestorage.googleapis.com/v0/b/junebird-5846d.firebasestorage.app/o/teriyaki%20sauce.jpg?alt=media&token=30f79f09-8c38-458e-a350-982de07ccb44,,,
8,Sauces,BBQ sauce,"Tomato, brown sugar, apple cider vinegar, smoked paprika, garlic, onion, spices, creating a sweet, tangy, and smoky finish.Vegan, Gluten free",,,https://firebasestorage.googleapis.com/v0/b/junebird-5846d.firebasestorage.app/o/bbq%20sauce.png?alt=media&token=0c671e70-5629-44fd-9fc3-873ca227e127,,,
8,Snacks ,Fresh hummus & veggie sticks,"Creamy hummus blended with chickpeas, tahini, lemon juice, garlic, and olive oil, served with crisp seasonal vegetable sticks. Vegan, Gluten free, Sesame",,,https://firebasestorage.googleapis.com/v0/b/junebird-5846d.firebasestorage.app/o/fresh%20hummus%20and%20veggie%20sticks.webp?alt=media&token=5f1f6c0f-f6d6-4541-bd7b-cf5b11925313,,,
8,Snacks ,Coconut and sunbutter energy bites,"Oats, sunflower seed butter, shreded coconut, honey, vanilla, and chia seeds. Vegan, Gluten free",,,https://firebasestorage.googleapis.com/v0/b/junebird-5846d.firebasestorage.app/o/coconut%20and%20sunbutter%20energy%20bites.webp?alt=media&token=b12738ba-5924-4c8d-ad50-107788c5fb11,,,
8,Snacks ,Chocolate chip and sunbutter energy bites,"Oats, sunflower seed butter, honey, vanilla, flaxseed, chocolate chips. Vegetarian, Gluten free",,,https://firebasestorage.googleapis.com/v0/b/junebird-5846d.firebasestorage.app/o/chocolate%20chips%20sunbutter%20energy%20bites.jpg?alt=media&token=340c12e4-0433-4b95-b476-361968ac4c78,,,
8,Snacks ,Baked oat bar with fig jam,"Rolled oats, maple syrup, coconut oil, vanilla, cinnamon, salt, fig jam. Vegan, Gluten free",,baked oatbar with fig jam.,https://firebasestorage.googleapis.com/v0/b/junebird-5846d.firebasestorage.app/o/baked%20oatbar%20with%20fig%20jam.webp?alt=media&token=1c66476f-ef27-48b7-bd12-9c7440ce6788,,,
8,Snacks ,Baked oat bar with blueberry jam,"Rolled oats, maple syrup, coconut oil, vanilla, cinnamon, salt, blueberry jam. Vegan, Gluten free",,baked oatbar with blueberry jam.png,https://firebasestorage.googleapis.com/v0/b/junebird-5846d.firebasestorage.app/o/baked%20oatbar%20with%20blueberry%20jam.jpg?alt=media&token=743ba5c4-4b93-49da-9c75-18c39beb08b1,,,
8,Snacks ,Yogurt bark with berries,"Frozen creamy greek yogurt, strawberries, blueberries, granola. Vegetarian, Gluten free",,,https://firebasestorage.googleapis.com/v0/b/junebird-5846d.firebasestorage.app/o/yogurt%20bark%20with%20berries.jpg?alt=media&token=2fa2205a-f527-4abc-a39a-05e0f72b2df0,,,
8,Snacks ,Crispy chickpea snack mix,"Roasted chickpeas tossed with olive oil, sea salt, and warm spices. Vegan, Gluten free",,,https://firebasestorage.googleapis.com/v0/b/junebird-5846d.firebasestorage.app/o/chickpea.png?alt=media&token=c526449a-e192-4b4d-ab02-e8436197ffff,,,
8,Snacks ,Honest uncrustable with sunbutter and homemade jam,"Whole wheat bread, sunbutter, housemade strawberry jam. Vegetarian, Gluten ",,,https://firebasestorage.googleapis.com/v0/b/junebird-5846d.firebasestorage.app/o/uncrustable.png?alt=media&token=594f8000-efb3-4fc5-a132-3a126b2842b1,,,
8,Snacks ,Sliced cucumbers,"Fresh, crisp cucumbersm ready to crunch on. Vegan, Gluten free",1,sliced cucumbers.png,https://firebasestorage.googleapis.com/v0/b/junebird-5846d.firebasestorage.app/o/cucumbers.png?alt=media&token=92ba851e-dc72-4d3b-8cca-bcc9345d315a,,FALSE,FALSE
8,Snacks ,Sliced apples,"Crisp apple slices, lightly sweet and refreshing. Vegan, Gluten free",1,sliced apples.png,https://firebasestorage.googleapis.com/v0/b/junebird-5846d.firebasestorage.app/o/sliced%20apples.png?alt=media&token=1e03388c-0f02-4879-8d52-db6ce3147243,,FALSE,FALSE
8,Snacks ,Half perfect avocado,"Ripe, creamy avocado served simply. Vegan, Gluten free",1,half perfect avocado,https://firebasestorage.googleapis.com/v0/b/junebird-5846d.firebasestorage.app/o/half%20perfect%20avocado.png?alt=media&token=faa5e468-0c84-4ce2-9806-786d0df7d386,,,
9,Greek Frozen Yogurt,Baklava greek frozen yogurt,"Naturally high protein and rich in flavor, Greek frozen yogurt with baklava. Vegetarian, Gluten, Dairy ",1,,https://firebasestorage.googleapis.com/v0/b/junebird-5846d.firebasestorage.app/o/Baklava%20greek%20frozen%20yogurt.png?alt=media&token=affe184b-fb13-42e1-baf4-361120c66d46,,FALSE,FALSE
9,Greek Frozen Yogurt,Banana crumble greek yogurt greek frozen yogurt,"Naturally high protein and rich in flavor, Greek frozen yogurt with bananas and cookie crumble. Vegetarian, Gluten, Dairy",1,,https://firebasestorage.googleapis.com/v0/b/junebird-5846d.firebasestorage.app/o/Banana%20crumble%20greek%20yogurt.png?alt=media&token=d7161a91-87e8-4523-82a9-335520e947cb,,FALSE,FALSE
9,Greek Frozen Yogurt,Berries and honey greek frozen yogurt,"Naturally high protein and rich in flavor, Greek frozen yogurt with seasonal fresh berries and lightly sweetened with honey. Vegetarian, Gluten free, Dairy",1,greek yogurt bar.png,https://firebasestorage.googleapis.com/v0/b/junebird-5846d.firebasestorage.app/o/Berries%20and%20honey.png?alt=media&token=11a52e48-1143-45f7-9d72-1e3aac76ab4c,,FALSE,FALSE
9,Greek Frozen Yogurt,"Fig, honey & granola greek frozen yogurt","Naturally high protein and rich in flavor, Greek frozen yogurt with fresh figs, crunchy granola and honey. Vegetarian, Gluten free, Dairy",1,,https://firebasestorage.googleapis.com/v0/b/junebird-5846d.firebasestorage.app/o/Fig%2C%20honey%20%26%20granola.png?alt=media&token=0f79ec35-c363-4b88-88ed-3b788343d18d,,FALSE,FALSE
